19:46:21.502877 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 280464:280636, ack 37, win 501, length 172
19:46:21.546788 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 387536:387708, ack 73, win 501, length 172
19:46:21.546830 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 387708:387880, ack 73, win 501, length 172
19:46:21.546871 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 387880:388052, ack 73, win 501, length 172
19:46:21.546911 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 388052:388224, ack 73, win 501, length 172
19:46:21.546952 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 388224:388396, ack 73, win 501, length 172
19:46:21.546994 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 388396:388568, ack 73, win 501, length 172
19:46:21.548392 IP 198.96.87.75.51219 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 373656, win 59, length 0
19:46:21.548455 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 388568:388740, ack 73, win 501, length 172
19:46:21.548479 IP 198.96.87.75.51219 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 378420, win 40, length 0
19:46:21.548479 IP 198.96.87.75.51219 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 379108, win 37, length 0
19:46:21.549979 IP 198.96.87.75.51219 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 385472, win 13, length 0
19:46:21.550810 IP 198.96.87.75.51219 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 388568, win 0, length 0
19:46:21.552579 IP 198.96.87.75.51219 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [P.], seq 73:109, ack 388740, win 0, length 36
19:46:21.553071 IP 198.96.87.75.51219 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 388740, win 512, length 0
19:46:21.553095 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 388740:389756, ack 109, win 501, length 1016
19:46:21.553203 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 389756:390048, ack 109, win 501, length 292
19:46:21.553261 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 390048:390220, ack 109, win 501, length 172
19:46:21.553363 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 390220:390392, ack 109, win 501, length 172
19:46:21.553426 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 390392:390564, ack 109, win 501, length 172
19:46:21.553475 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 390564:390736, ack 109, win 501, length 172
19:46:21.553522 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 390736:390908, ack 109, win 501, length 172
19:46:21.553570 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 390908:391080, ack 109, win 501, length 172
19:46:21.553843 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 391080:391252, ack 109, win 501, length 172
19:46:21.553972 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 391252:391424, ack 109, win 501, length 172
19:46:21.554204 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 391424:391596, ack 109, win 501, length 172
19:46:21.554396 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 391596:391768, ack 109, win 501, length 172
19:46:21.554477 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 391768:391940, ack 109, win 501, length 172
19:46:21.554538 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 391940:392112, ack 109, win 501, length 172
19:46:21.554596 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 392112:392284, ack 109, win 501, length 172
19:46:21.554653 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 392284:392456, ack 109, win 501, length 172
19:46:21.554710 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 392456:392628, ack 109, win 501, length 172
19:46:21.554765 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 392628:392800, ack 109, win 501, length 172
19:46:21.554822 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 392800:392972, ack 109, win 501, length 172
19:46:21.554887 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 392972:393144, ack 109, win 501, length 172
19:46:21.554942 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 393144:393316, ack 109, win 501, length 172
19:46:21.554998 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 393316:393488, ack 109, win 501, length 172
19:46:21.555053 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 393488:393660, ack 109, win 501, length 172
19:46:21.555107 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 393660:393832, ack 109, win 501, length 172
19:46:21.555161 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 393832:394004, ack 109, win 501, length 172
19:46:21.555216 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 394004:394176, ack 109, win 501, length 172
19:46:21.555270 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 394176:394348, ack 109, win 501, length 172
19:46:21.555326 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 394348:394520, ack 109, win 501, length 172
19:46:21.555381 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 394520:394692, ack 109, win 501, length 172
19:46:21.555437 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 394692:394864, ack 109, win 501, length 172
19:46:21.556433 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 394864:395036, ack 109, win 501, length 172
19:46:21.556563 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 395036:395208, ack 109, win 501, length 172
19:46:21.556634 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 395208:395380, ack 109, win 501, length 172
19:46:21.556705 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 395380:395552, ack 109, win 501, length 172
19:46:21.556881 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 395552:395724, ack 109, win 501, length 172
19:46:21.556956 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 395724:395896, ack 109, win 501, length 172
19:46:21.557015 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 395896:396068, ack 109, win 501, length 172
19:46:21.557070 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 396068:396240, ack 109, win 501, length 172
19:46:21.557125 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 396240:396412, ack 109, win 501, length 172
19:46:21.557180 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 396412:396584, ack 109, win 501, length 172
19:46:21.557244 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 396584:396756, ack 109, win 501, length 172
19:46:21.557343 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 396756:396928, ack 109, win 501, length 172
19:46:21.557405 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 396928:397100, ack 109, win 501, length 172
19:46:21.557455 IP 198.96.87.75.51219 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 391424, win 502, length 0
19:46:21.557524 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 397100:397392, ack 109, win 501, length 292
19:46:21.557587 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 397392:397564, ack 109, win 501, length 172
19:46:21.557641 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 397564:397736, ack 109, win 501, length 172
19:46:21.557695 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 397736:397908, ack 109, win 501, length 172
19:46:21.557755 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 397908:398080, ack 109, win 501, length 172
19:46:21.557809 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 398080:398252, ack 109, win 501, length 172
19:46:21.557863 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 398252:398424, ack 109, win 501, length 172
19:46:21.557918 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 398424:398596, ack 109, win 501, length 172
19:46:21.557973 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 398596:398768, ack 109, win 501, length 172
19:46:21.558027 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 398768:398940, ack 109, win 501, length 172
19:46:21.558080 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 398940:399112, ack 109, win 501, length 172
19:46:21.558134 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 399112:399284, ack 109, win 501, length 172
19:46:21.558207 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 399284:399456, ack 109, win 501, length 172
19:46:21.558265 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 399456:399628, ack 109, win 501, length 172
19:46:21.558322 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 399628:399800, ack 109, win 501, length 172
19:46:21.558377 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 399800:399972, ack 109, win 501, length 172
19:46:21.558432 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 399972:400144, ack 109, win 501, length 172
19:46:21.558486 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 400144:400316, ack 109, win 501, length 172
19:46:21.558541 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 400316:400488, ack 109, win 501, length 172
19:46:21.558597 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 400488:400660, ack 109, win 501, length 172
19:46:21.558653 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 400660:400832, ack 109, win 501, length 172
19:46:21.558706 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 400832:401004, ack 109, win 501, length 172
19:46:21.558758 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 401004:401176, ack 109, win 501, length 172
19:46:21.558885 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 401176:401348, ack 109, win 501, length 172
19:46:21.558942 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 401348:401520, ack 109, win 501, length 172
19:46:21.558999 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 401520:401692, ack 109, win 501, length 172
19:46:21.559056 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 401692:401864, ack 109, win 501, length 172
19:46:21.559105 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 401864:402036, ack 109, win 501, length 172
19:46:21.559156 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 402036:402208, ack 109, win 501, length 172
19:46:21.559211 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 402208:402380, ack 109, win 501, length 172
19:46:21.559267 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 402380:402552, ack 109, win 501, length 172
19:46:21.559323 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 402552:402724, ack 109, win 501, length 172
19:46:21.559428 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 402724:402896, ack 109, win 501, length 172
19:46:21.559491 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 402896:403068, ack 109, win 501, length 172
19:46:21.559556 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 403068:403240, ack 109, win 501, length 172
19:46:21.559608 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 403240:403412, ack 109, win 501, length 172
19:46:21.559663 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 403412:403584, ack 109, win 501, length 172
19:46:21.559724 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 403584:403756, ack 109, win 501, length 172
19:46:21.559780 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 403756:403928, ack 109, win 501, length 172
19:46:21.559925 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 403928:404100, ack 109, win 501, length 172
19:46:21.560196 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 404100:404272, ack 109, win 501, length 172
19:46:21.560281 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 404272:404444, ack 109, win 501, length 172
19:46:21.560386 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 404444:404616, ack 109, win 501, length 172
19:46:21.560454 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 404616:404788, ack 109, win 501, length 172
19:46:21.560535 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 404788:404960, ack 109, win 501, length 172
19:46:21.560586 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 404960:405132, ack 109, win 501, length 172
19:46:21.560630 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 405132:405304, ack 109, win 501, length 172
19:46:21.560674 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 405304:405476, ack 109, win 501, length 172
19:46:21.560701 IP 198.96.87.75.51219 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 395208, win 487, length 0
19:46:21.560701 IP 198.96.87.75.51219 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 397392, win 479, length 0
19:46:21.560801 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 405476:405888, ack 109, win 501, length 412
19:46:21.560847 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 405888:406060, ack 109, win 501, length 172
19:46:21.560986 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 406060:406232, ack 109, win 501, length 172
19:46:21.561068 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 406232:406404, ack 109, win 501, length 172
19:46:21.561116 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 406404:406576, ack 109, win 501, length 172
19:46:21.561161 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 406576:406748, ack 109, win 501, length 172
19:46:21.561202 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 406748:406920, ack 109, win 501, length 172
19:46:21.561253 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 406920:407092, ack 109, win 501, length 172
19:46:21.561301 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 407092:407264, ack 109, win 501, length 172
19:46:21.561347 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 407264:407436, ack 109, win 501, length 172
19:46:21.561395 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 407436:407608, ack 109, win 501, length 172
19:46:21.561440 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 407608:407780, ack 109, win 501, length 172
19:46:21.561487 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 407780:407952, ack 109, win 501, length 172
19:46:21.561541 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 407952:408124, ack 109, win 501, length 172
19:46:21.561596 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 408124:408296, ack 109, win 501, length 172
19:46:21.561640 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 408296:408468, ack 109, win 501, length 172
19:46:21.561687 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 408468:408640, ack 109, win 501, length 172
19:46:21.561731 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 408640:408812, ack 109, win 501, length 172
19:46:21.561797 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 408812:408984, ack 109, win 501, length 172
19:46:21.561842 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 408984:409156, ack 109, win 501, length 172
19:46:21.561884 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 409156:409328, ack 109, win 501, length 172
19:46:21.561925 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 409328:409500, ack 109, win 501, length 172
19:46:21.561967 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 409500:409672, ack 109, win 501, length 172
19:46:21.562008 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 409672:409844, ack 109, win 501, length 172
19:46:21.562050 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 409844:410016, ack 109, win 501, length 172
19:46:21.562100 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 410016:410188, ack 109, win 501, length 172
19:46:21.562153 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 410188:410360, ack 109, win 501, length 172
19:46:21.562197 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 410360:410532, ack 109, win 501, length 172
19:46:21.562256 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 410532:410704, ack 109, win 501, length 172
19:46:21.562309 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 410704:410876, ack 109, win 501, length 172
19:46:21.562368 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 410876:411048, ack 109, win 501, length 172
19:46:21.562455 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 411048:411220, ack 109, win 501, length 172
19:46:21.562509 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 411220:411392, ack 109, win 501, length 172
19:46:21.562675 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 411392:411564, ack 109, win 501, length 172
19:46:21.562760 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 411564:411736, ack 109, win 501, length 172
19:46:21.562837 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 411736:411908, ack 109, win 501, length 172
19:46:21.562885 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 411908:412080, ack 109, win 501, length 172
19:46:21.562935 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 412080:412252, ack 109, win 501, length 172
19:46:21.563017 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 412252:412424, ack 109, win 501, length 172
19:46:21.563072 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 412424:412596, ack 109, win 501, length 172
19:46:21.563124 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 412596:412768, ack 109, win 501, length 172
19:46:21.563208 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 412768:412940, ack 109, win 501, length 172
19:46:21.563262 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 412940:413112, ack 109, win 501, length 172
19:46:21.563310 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 413112:413284, ack 109, win 501, length 172
19:46:21.563359 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 413284:413456, ack 109, win 501, length 172
19:46:21.563410 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 413456:413628, ack 109, win 501, length 172
19:46:21.563464 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 413628:413800, ack 109, win 501, length 172
19:46:21.563514 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 413800:413972, ack 109, win 501, length 172
19:46:21.563566 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 413972:414144, ack 109, win 501, length 172
19:46:21.563621 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 414144:414316, ack 109, win 501, length 172
19:46:21.563690 IP 198.96.87.75.51219 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 401176, win 464, length 0
19:46:21.563755 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 414316:414488, ack 109, win 501, length 172
19:46:21.563909 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 414488:414816, ack 109, win 501, length 328
19:46:21.575974 IP 198.96.87.75.51219 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 406920, win 441, length 0
19:46:21.575974 IP 198.96.87.75.51219 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 412080, win 421, length 0
19:46:21.575974 IP 198.96.87.75.51219 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 414316, win 412, length 0
